user_id,contents_id_content,interaction_score,views_count,last_view
device_00fd2976,0ad0a195-2b38-4f46-b205-0ca879fa1dbd,0.2479376730202898,1,2026-07-14 06:19:35.897749+00:00
device_00fd2976,23a58e84-c462-4bf8-a5ea-c7bc3825a70c,2.5314664390973847,1,2026-08-29 17:32:50.728024+00:00
device_00fd2976,34649ace-ddf1-4f19-aa4e-2f065c52ac56,0.09889442911359833,1,2026-07-17 20:28:50.818085+00:00
device_00fd2976,53ccbf55-ec6c-41ee-b286-a287c99906a8,0.7961240817121122,1,2026-08-06 14:17:02.092728+00:00
device_00fd2976,66f6edee-0df5-41d3-a724-c4f06da0926a,1.266938222795614,1,2026-08-15 21:17:36.707867+00:00
device_00fd2976,b4138e54-6653-472c-ae8b-b01fa86a3b0e,0.3153592341492269,1,2026-08-10 01:07:02.445040+00:00
device_00fd2976,b77e7e0a-b2da-418b-8f86-6cc73c24254a,0.13102718849032316,1,2026-07-23 11:31:46.968382+00:00
device_00fd2976,bfb01c78-0ed2-46dd-9631-7d6cdc32c4a8,0.06895636893312809,1,2026-07-10 15:24:10.412741+00:00
device_00fd2976,d8f046d4-0fd0-424e-9b7d-1ad89485766a,2.7067694397110986,1,2026-08-31 01:41:12.562437+00:00
device_018ad5f7,0ad0a195-2b38-4f46-b205-0ca879fa1dbd,4.72749493144397,1,2026-09-01 00:09:27.138055+00:00
device_018ad5f7,34649ace-ddf1-4f19-aa4e-2f065c52ac56,0.9777498211711478,2,2026-08-28 15:48:41.113277+00:00
device_018ad5f7,4d21cdd5-8bbb-4588-9d75-bdf304eabaa2,4.33627230904929,2,2026-08-30 17:35:25.659190+00:00
device_018ad5f7,bfb01c78-0ed2-46dd-9631-7d6cdc32c4a8,0.9864786700132162,1,2026-09-01 20:31:24.255468+00:00
device_018ad5f7,d8f046d4-0fd0-424e-9b7d-1ad89485766a,1.7584654548960035,1,2026-08-22 10:39:21.439898+00:00
device_018ad5f7,dbb4a727-6747-4aad-95de-33be8902e079,0.07671827949542735,1,2026-07-12 18:36:09.319965+00:00
device_04fc4a94,153eb443-bf3a-4972-91d8-9789b011510b,1.7352558179029234,2,2026-09-01 03:41:31.195652+00:00
device_04fc4a94,23a58e84-c462-4bf8-a5ea-c7bc3825a70c,2.8005177810251167,1,2026-08-31 18:01:48.347556+00:00
device_04fc4a94,34649ace-ddf1-4f19-aa4e-2f065c52ac56,1.1323835995579974,2,2026-08-17 20:35:56.430503+00:00
device_04fc4a94,73f00342-0b53-43b9-bbcf-1a523751ddda,2.9516051828005363,1,2026-08-22 14:03:19.136360+00:00
device_04fc4a94,821622ab-94f7-498c-b216-82c39b77ef9d,1.861904926218079,1,2026-08-13 08:53:44.804551+00:00
device_04fc4a94,92628f5b-aa64-41bb-a679-f0b01507a173,2.8479086842361685,1,2026-09-01 02:05:05.238243+00:00
device_04fc4a94,d8f046d4-0fd0-424e-9b7d-1ad89485766a,3.7795466112499665,3,2026-09-01 08:16:10.739132+00:00
device_05c90f14,29c70151-0b4a-4225-8eb2-eb5abce97b15,3.429882856480472,2,2026-08-31 07:57:46.767516+00:00
device_05c90f14,34649ace-ddf1-4f19-aa4e-2f065c52ac56,0.22454124487935498,1,2026-08-03 06:05:02.051091+00:00
device_05c90f14,66f6edee-0df5-41d3-a724-c4f06da0926a,1.5889224740959105,1,2026-08-20 09:59:27.415394+00:00
device_05c90f14,849d2910-63e6-42b9-bc4d-f43f9d152bcf,0.714900684450821,1,2026-07-25 05:26:02.872350+00:00
