id,action_type,title,platform,user_id,timestamp,contents_id_content,youtube_streams_id_streams,category_id,module_name,source
ac044a5c-f428-4ab7-8219-781e5dcabf1a,view_page,Usia Harapan Hidup,ios,d6429e79-5b3b-41f9-a514-feef34061537,2026-07-04T21:48:16.550659+00:00,,,3,fitur,synthetic
7e29a2b3-6675-4268-8dfe-2b8fcd53a252,view_page,Gini Rasio Kota Malang,android,83ab3e8c-20c1-4546-96d3-8ae82e493b2c,2026-07-05T05:12:25.515261+00:00,,,7,fitur,synthetic
9703931f-643f-447f-80da-70664c843846,view_page,Statistik Kesejahteraan Rakyat Kota Malang 2021,android,36c8103c-4abc-40f4-860b-fa8e6ab050f4,2026-07-05T11:42:26.230402+00:00,b624bea8-3e44-4bed-b779-0fc9f54102d0,,7,publikasi,synthetic
d7c6233f-28dc-4a13-ae24-bf27a16333ec,download_file,IPM Tahun 2019,android,42b408e4-e487-4993-9c29-e8f4fd60b8ff,2026-07-06T00:31:00.496895+00:00,753b9b94-bb31-4db2-8187-dc7b227b4ab4,,3,brs,synthetic
8d92088e-eff7-477c-83fa-e4404239d56c,view_pdf,Statistik Kesejahteraan Rakyat Kota Malang 2019,android,12de4e28-f383-4a69-bf8b-e638f1b17124,2026-07-06T04:51:39.260523+00:00,bbf870c3-795d-464b-a263-661169a20df3,,7,publikasi,synthetic
abf1b0c6-c18c-4def-bf7f-ff4ed5beb2da,view_page,"Perkembangan IHK Kota Malang, Februari 2025",android,e52728d8-095a-44ad-9b4f-2626d412b0ea,2026-07-06T08:49:26.127860+00:00,50a8e045-d9be-491b-83ad-7b94c3e77ed0,,1,infografis,synthetic
8e874e12-6239-4306-a61c-c2737d85d256,view_pdf,Indeks Pembangunan Manusia (IPM) Kota Malang Tahun 2025(1)2025-12-01,android,04b81499-143a-427b-b93f-af8cc61c529c,2026-07-06T15:36:56.713077+00:00,8e757553-8ea9-4d4f-9a5f-afb6488460dd,,3,infografis,synthetic
476c57d6-9b61-415c-9219-d2a0c24ecc1b,view_pdf,Kecamatan Blimbing Dalam Angka 2014,android,354d9152-12c1-4771-8920-8dc5f834c7b5,2026-07-06T20:38:45.896094+00:00,d682126c-9733-48d1-8778-80cf3136758e,,5,publikasi,synthetic
d494e5a5-db7c-4fe2-b653-ee217d0b2e0d,view_pdf,Kecamatan Lowokwaru Dalam Angka 2024,android,a96b81ad-1b0c-42cb-a3cd-95c10e287a47,2026-07-06T21:12:19.401687+00:00,a257d240-98d6-4ad5-8091-1c73be60ccc2,,5,publikasi,synthetic
26d171a9-7ba8-4618-b3e8-25f6718245e8,view_page,Inflasi Bulanan Kota Malang,android,130cda9e-6682-4afc-a9d6-b8b24e7ffe47,2026-07-07T04:15:13.936205+00:00,,,1,fitur,synthetic
bf6c93a4-a93c-4ee7-a98c-cd3e360aa79c,view_page,Penduduk Menurut Kecamatan,android,5461a3b4-38ff-4a07-96cc-e1684cb61c8d,2026-07-07T12:44:48.143071+00:00,,,5,fitur,synthetic
9648f20b-7514-42d5-ad78-97f0cff954ba,view_page,Statistik Daerah Kota Malang 2016,ios,56245117-fa56-40b0-abda-61a008e9c55d,2026-07-07T20:17:53.172962+00:00,540a953c-6197-4468-ba13-db83cdea11a1,,5,publikasi,synthetic
9f00cf57-4b68-4f98-8fa9-cd3afb31a344,view_page,"Agustus 2020 Kota Malang Mengalami Deflasi sebesar 0,06 persen",android,015dcef6-8cb6-4dcc-9463-06ca5b11691f,2026-07-07T22:13:08.229017+00:00,81106a96-52b1-4cc0-b114-302117924c2f,,1,brs,synthetic
5c635e1f-4e47-4509-be34-f1dcaee499e0,view_page,Indeks Kedalaman Kemiskinan,ios,5f222aa7-facf-41d7-a52a-e268fd09afda,2026-07-08T03:38:00.720848+00:00,,,4,fitur,synthetic
ff012ebc-0fba-413a-996d-c14782153cf4,view_page,Indeks Kedalaman Kemiskinan,ios,04b81499-143a-427b-b93f-af8cc61c529c,2026-07-08T08:11:22.738802+00:00,,,4,fitur,synthetic
2f118999-45ec-4a3a-891a-fe813d4fa990,view_pdf,Statistik Pendidikan Kota Malang 2020,android,334ae279-e67b-4170-94b4-3399ba6d525c,2026-07-08T09:55:24.919538+00:00,ec7ee147-45ff-42ef-8e51-c26e6f0a07ce,,3,publikasi,synthetic
3bf4efcc-58ee-48bd-9b51-ca56d1fea38b,download_file,Profil Kemiskinan Kota Malang Tahun 2024,android,4624fa85-5ac9-46dc-b86d-44ca211dc538,2026-07-08T10:39:54.727464+00:00,20161235-08fe-45bb-9583-0cd8bdf69030,,4,publikasi,synthetic
c9078e4e-4a6d-4284-9103-162e5c8ac4d1,view_pdf,Indeks Pembangunan Manusia (IPM) Kota Malang 2018,android,57a6e30d-75ed-4546-9cf5-e243d36df54a,2026-07-09T01:31:08.624448+00:00,26b4b0b9-cb64-4f15-b135-fc92f0fb25c5,,3,brs,synthetic
c04eaaf7-4372-4380-abed-49e4e0b68197,download_file,Kecamatan Sukun Dalam Angka 2008,android,60df3709-bb14-4662-942a-db23cd59d25e,2026-07-09T04:03:18.860430+00:00,c64c6548-7bf9-4f55-bc92-bfdd11c5195c,,5,publikasi,synthetic
3c91c832-f7fe-492d-a010-72b1b1965842,view_page,Profil Kemiskinan Kota Malang Tahun 2024,android,964beff9-e120-43f4-a7e7-e56c0f3e4444,2026-07-09T10:58:38.781182+00:00,20161235-08fe-45bb-9583-0cd8bdf69030,,4,publikasi,synthetic
2443af97-898b-490b-841e-77e0099270ae,view_page,Analisis Isu Terkini 2025 Determinan Pengangguran Terdidik Kota Malang,android,f45e2cb9-845e-452e-ba3f-5e35ddfe1588,2026-07-09T19:04:05.617119+00:00,361add66-4881-4e83-a8cf-17a3166b713d,,2,publikasi,synthetic
6af1c8f3-96b9-4294-919b-994e3573419d,view_page,Produk Domestik Regional Bruto Kota Malang Menurut Pengeluaran 2018 - 2022,android,9be6bf2f-d1ad-42ba-9e6a-af7051212ab7,2026-07-10T01:12:53.960501+00:00,aebaf185-4dea-4c74-b487-70ff82b5db1a,,7,publikasi,synthetic
6ac1f667-702f-425a-b27d-bd1124f6063d,view_page,Indeks Kedalaman Kemiskinan,android,5df83905-1414-4356-9eb7-5bf8197e85aa,2026-07-10T04:01:33.101886+00:00,,,4,fitur,synthetic
ca8ae12f-932e-4fd1-9aaa-c1a4cddf0a68,view_page,Penduduk Menurut Kecamatan,android,b8e49cc3-1626-461d-ac05-b885edd693d0,2026-07-10T19:48:33.415902+00:00,,,5,fitur,synthetic
71a877a8-e01c-4f9b-9ec2-1a019388a6f2,view_page,Harapan Lama Sekolah,android,9be3ca8f-b8e7-4338-9341-8b40bc9ab17c,2026-07-11T00:13:53.008175+00:00,,,3,fitur,synthetic
a5e43634-8c33-4a16-888d-e6d220cdd952,view_page,Statistik Kesejahteraan Rakyat Kota Malang 2024,android,563e6f83-b198-4213-b917-b3ed5ee8c663,2026-07-11T03:42:56.489239+00:00,13a86f0c-99a9-44be-afd2-453651e27bc8,,7,publikasi,synthetic
dcadd03d-a148-4e44-a60a-4ff3d11039c5,view_page,Penduduk Bekerja (IPM),android,d642d4f7-8475-490f-a849-d251cdc3fe29,2026-07-11T11:22:32.102201+00:00,,,3,fitur,synthetic
986a1e47-399c-4266-81f4-173127ae54d6,download_file,Statistik Hortikultura Kota Malang 2018,android,ba200dc0-7b28-46b8-a214-abef06d064a7,2026-07-11T11:39:02.720152+00:00,40b6cd9c-0e08-49c8-91f6-8926e2cbb76a,,6,publikasi,synthetic
d222a8e1-cc81-4e45-92a1-b8e5e144e3b5,download_file,Indeks Ketimpangan Gender Kota Malang Tahun 2024(1),android,9c31aed1-6bfa-4107-b9f1-d72fa69a2753,2026-07-11T16:41:44.676551+00:00,954126ab-b311-4140-9b47-5cc3deab6f17,,3,infografis,synthetic
29a61da7-5d4c-46a4-98af-6675ca559ac7,download_file,Statistik Kesejahteraan Rakyat Kota Malang  Tahun 2015,android,ffbe45c3-dd5c-4816-b108-1032d6591f0d,2026-07-11T19:26:46.492793+00:00,22357198-1e57-43b4-b56f-1798d76613df,,7,publikasi,synthetic
ecc0e54e-58ca-47e4-83b0-ef8ad54eb52c,view_page,"Ketenagakerjaan Kota Malang, Agustus 2025(1)2025-12-01",android,e2244770-dd74-4b18-bf75-bc7b8a397a6b,2026-07-11T21:14:14.604254+00:00,f1ef8c6a-a39d-4156-b569-fd363f7b6f16,,2,infografis,synthetic
6c49cb18-0bcd-4491-8715-5763ada9cd2a,view_pdf,"Perkembangan Indeks Harga Konsumen Kota Malang, April 2022",android,d906e59c-663d-4bdf-811b-c0323231034c,2026-07-11T21:24:35.078117+00:00,aeb0bca0-8cdc-4ac3-8113-62e7b4424b82,,1,brs,synthetic
05eca79b-858f-433d-9e17-29d6d9ed29ce,download_file,Kota Malang Dalam Angka 2010,android,4524b2e2-d928-4fe2-91df-7be94fe02005,2026-07-11T23:35:06.968028+00:00,2c44bac4-9e1a-48a5-94c4-1d910dc8fe2e,,5,publikasi,synthetic
e78b8010-7040-4e61-96c2-7df4846a832c,view_page,Penduduk Menurut Kecamatan,android,1bc71c80-6ad5-41f4-a74c-529bf42fc0e8,2026-07-12T04:02:40.943699+00:00,,,5,fitur,synthetic
93a47af8-5cc8-4796-a7c3-c74dfd7e50f3,view_pdf,Inflasi Kota Malang Bulan Juli 2022,android,7f5c80be-9b69-4c2f-8159-809e47db56c8,2026-07-12T05:43:46.629025+00:00,e8f13b7d-8e54-4f1d-9fc4-c5697b3143bd,,1,infografis,synthetic
1f31df01-6a24-48e2-8c23-fd95684a17b1,view_page,"Pada Tahun 2024, Luas Panen Padi di Kota Malang sebesar 1.610,91 hektar dan produksi padi sebanyak 10.496,55 ton gabah kering giling (GKG).",ios,a1a9ed66-a127-41cb-b50b-82cf82078851,2026-07-12T05:50:28.452987+00:00,b76f4ca7-7e6d-408c-9b9b-bc5199fcaa82,,6,brs,synthetic
cbbdfe13-bd97-4579-9970-7698efccd00d,view_pdf,Kecamatan Klojen Dalam Angka 2018,android,88dc4537-722d-40ee-a1cf-cf58144e9feb,2026-07-12T06:05:51.913369+00:00,0323a351-5961-4f90-a467-3891529c2edb,,5,publikasi,synthetic
bd3a45f2-e158-4b52-aaa5-3a70db36fdd7,view_page,Indeks Pembangunan Manusia (IPM) Kota Malang 2018,ios,5df83905-1414-4356-9eb7-5bf8197e85aa,2026-07-12T14:19:36.423115+00:00,26b4b0b9-cb64-4f15-b135-fc92f0fb25c5,,3,brs,synthetic
f839afee-a699-4540-9b32-75b1b77c7268,view_page,Gini Rasio Kota Malang,android,9ce3f808-a17b-444f-8889-f2ca38f635f2,2026-07-13T03:59:23.785338+00:00,,,7,fitur,synthetic
ca7ab752-ff43-4142-b381-f36f0d960c25,view_pdf,Luas Panen dan Produksi Padi Kota Malang 2023,android,7b52d563-5510-4d81-982a-9572b8231e94,2026-07-13T06:34:34.812621+00:00,4440670a-2e97-4ccf-8b2f-286a0a59c6a0,,6,infografis,synthetic
c0f489b1-fd7c-457e-a618-c8f3a822610b,view_pdf,Indikator Kesejahteraan Rakyat Kota Malang 2019,ios,924dc5ec-363b-45b4-898b-bb000275e60d,2026-07-13T07:07:52.173191+00:00,63cf2c48-4369-4ffb-b49f-9d028b820638,,7,publikasi,synthetic
4359355a-2693-4c07-85ea-dced2ee4ea77,view_page,Perkembangan Indeks Harga Konsumen/Inflasi Pebruari 2013,android,a378b4ce-a44c-47a5-b8a5-a8ce15336a07,2026-07-13T10:25:51.841562+00:00,f4db29e8-5cee-444e-bc4b-118c84ee4251,,1,brs,synthetic
